,DESCRIPTION,CITY
10809,Witnessed Whistling on a girl at okhla mandi in the afternoon when i was passing by.,Delhi
10810,Whistling a girl(afternoon) when i was passing by.,Delhi
10811,"I was travelling in DTC bus in evening.
A boy was intentionally falling on a girl standing behind him.
I reported it to the conductor but he did nothing and said that it was just a mistake.

DTC buses are totally unsafe for girls.",Delhi
10812,"Metro is totally unsafe for girls.
I was travelling in metro.A boy was intentionally taking pictures of girls and passing comments on them.
I witnessed it mostly between 6-9pm(my coaching time)",Delhi
10813,"A lady's bag was snatched by someone in sector-16,rohini.",Delhi
10814,"This incident took place in the afternoon around 2:40pm on 4-4-2008.
Me and mt brother were coming back home with our mother from school bus stop and two boys came on a bike and snatched the chain.",Delhi
10815,"This incident took place around 2 years back on valentine's day near Nirman vihar metro station at night.
5-6 boys on three bikes came and started circling around me and my friend.",Delhi
10816,Boys in that area were making indecent poses and were following girls who were on their scooty speeding up their bikes and making sounds.,Delhi
10817,"Catcalls and whistles about 4 months ago in evening.

There are few blocks in pitampura where women face whistling and commenting.",Delhi
10818,"Two boys on bike snatched and rushed an old lady's chain.
This incident took place during night at Noida sector-15 metro station.",Noida
10819,"This incident took place at kashmere gate metro station(yellow line) in the evening.
A girl was sitting in the metro.A guy who was standing next to her was constantly staring her in an indecent manner.",Delhi
10820,"A person on a bike came up speeding and snatched the chain.
This incident took place in the evening.",Delhi
10821,A group of 4-5 boys were passing bad comments on a girl who was waiting for an auto.This incident took place two moths back during evening.,Delhi
10822,Two boys on the bike snatched the chain from a girl at uttam nagar metro station.This incident took place on 1st september 2013.,Delhi
10823,"I was coming to my home from my school with my brother in the afternoon.
Some guys in a car stopped their car,stared badly and blew whistles.",Delhi
10824,Whistling at girl when i was passing by the seelampur market in the night.,Delhi
10825,"This incident took place at rajiv chowk metro station in the evening.
I was passing from the station towards platform for noida city centre and i saw that behind the toilet area,commenting and catcalls took place.",Delhi
10826,"Chain snatching at bhejanpura,west ghonder,Delhi-63 in the evening.",Delhi
10827,Commenting in mehram nagar near delhi cantt  in the evening.,Delhi
10828,"This incident took place at kishan ganj railway platform in the afternoon.
A boy was staring a girl continuously and making faces and passed comments on her.",Delhi
10829,Commenting outside metro station in the evening.,Delhi
10830,"On the way to college,commenting took place and pushing in DTC buses.",Delhi
10831,"This incident took place in sector-13,rohini.

Me and my friend were going to college in the morning and two boys started commenting on us.",Delhi
10832,"This incident took place in morning at sector 13, rohini.
When we were walking to college from our PG,some boys who were in a group commented on us.",Delhi
10833,"This incident took place in the afternoon.
I was with my mother and a person started commenting that he wanted a scooty ride with me.",Delhi
10834,"This incident took place in the evening.
I saw a group of guys commenting on a girl's features and body.",Delhi
10835,"This incident took place in the afternoon around 2:15pm in Jan 2013.
I went out with friends to visit lotus temple and saw some random guys snatching a lady's chain.",Delhi
10836,"This incident took place in the evening around 7pm in ridge road near welcome metro station.
A boy who was in his car showed his private parts and invited to come and sit in his car.",Delhi
10837,"This incident took place in the evening.
A group of guys ogled and followed.",Delhi
10838,"This incident took place near jama masjid in old delhi in the evening.
A girl was out with her family and she was teased by a group of boys.",Delhi
10839,Husband and wife were going through rohini on motorcycle in the evening and a chain snatcher came but they were soon chased by the police.,Delhi
10840,I was in metro in the evening and some guys commented inappropriately on some girls.,Delhi
10841,"This incident took place on 29th july 2013 near M2K Rohini in evening.
Two persons on a bike snatched the chain of a lady while asking for some address and while running off made bad comments to her.",Delhi
10842,In buses almost everyday we face such vulgar andd inappropriate situations.,Delhi
10843,In buses almost everyday we face such vulgar andd inappropriate situations.,Delhi
10844,Few bikers snatched a gold chain at civil lines in the afternoon.,Delhi
10845,"This incident took place in the evening.
I was in the metro when two guys started staring.",Delhi
10846,"I was in metro yellow line (between kashmeree gate and rajiv chowk) in the afternoon with my friend.
Touching.
It was not appropriate and my friend wasn't feeling comfortable.",Delhi
10847,"This incident took place in the metro in afternoon.
Someone was taking pictures of a girl in the metro.",Delhi
10848,"This incident took place  in M-block market in the afternoon and someone was taking pictures.

It is really shameful that people are educated and from good families and yet behave like this.",Delhi
10849,"This incident took place on 15th april 2013 in evening.
Commenting on girls.",Delhi
10850,"This incident took place in the afternoon.
Commenting an weird voices.",Delhi
10851,"This incident took place 3 months back in evening around 6-7pm.
Two guys were passing cheap comments.",Delhi
10852,"This incident took place in the evening.
I was coming from my tuition and a stranger suddenly started passing comments.",Delhi
10853,"This incident took place in the afternoon.
Staring in at inappropriate manner.",Delhi
10854,"This incident took place in the evening.
There was a strange middle aged man who  kept following me.
His facial expressions and his code of conduct was very inappropriate.",Delhi
10855,"This incident took place in the afternoon at shalimar bagh near masjid.
When i was going back to my home from my school,some boys came and started hooting and whistling.",Delhi
